team_a_name,team_b_name,team_a_wins,team_a_losses,team_b_wins,team_b_losses
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,mu_fish,0,1,1,0
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,nu_balance,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,nu_ho,0,1,1,0
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,nu_offense,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,nu_stall,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,pu_team,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,quagsire_stall,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,scarf_latios,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_1,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_10,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_11,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_12,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_13,0,1,1,0
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_15,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_2,0,1,1,0
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_3,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_5,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_6,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_8,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,team_9,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,trick_room,1,0,0,1
BAL_Substitute_Kyurem_Dondozo_Balance_by_Blimax_and_CTC_edit,zzzzzzzzzu,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,iron_crown_specs,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,jungle_planet,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,lokix_voltturn,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,manaphy,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,mexican_webs,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,mu_fish,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,nu_balance,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,nu_ho,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,nu_offense,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,nu_stall,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,pu_team,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,quagsire_stall,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,sand,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,scarf_latios,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_0,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_1,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_10,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_11,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_12,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_13,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_14,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_15,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_2,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_3,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_4,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_5,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_6,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_7,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_8,0,1,1,0
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,team_9,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,trick_room,1,0,0,1
BAL_Swords_Dance_Gliscor_Knock_Off_Walking_Wake_Balance_by_Finchinator,zzzzzzzzzu,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,jungle_planet,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,lokix_voltturn,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,mu_fish,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,nu_balance,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,nu_ho,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,nu_offense,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,nu_stall,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,pu_team,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,quagsire_stall,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,scarf_latios,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,team_1,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,team_10,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,team_11,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,team_12,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,team_13,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,team_15,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,team_2,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,team_3,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,team_5,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,team_6,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,team_8,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,team_9,0,1,1,0
BO_Double_Choice_Band_BO_by_Storm_Zone,trick_room,1,0,0,1
BO_Double_Choice_Band_BO_by_Storm_Zone,zzzzzzzzzu,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,iron_crown_specs,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,jungle_planet,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,lokix_voltturn,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,manaphy,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,mexican_webs,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,mu_fish,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,nu_balance,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,nu_ho,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,nu_offense,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,nu_stall,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,pu_team,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,quagsire_stall,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,sand,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,scarf_latios,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_0,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_1,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_10,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_11,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_12,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_13,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_14,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_15,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_2,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_3,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_4,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_5,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_6,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_7,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_8,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,team_9,0,1,1,0
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,trick_room,1,0,0,1
BO_Enamorus_Lokix_BO_by_haxrme_and_Pkel_SweeTforU,zzzzzzzzzu,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,iron_crown_specs,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,jungle_planet,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,lokix_voltturn,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,manaphy,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,mexican_webs,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,mu_fish,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,nu_balance,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,nu_ho,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,nu_offense,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,nu_stall,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,pu_team,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,quagsire_stall,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,sand,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,scarf_latios,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_0,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_1,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_10,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_11,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_12,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_13,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_14,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_15,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_2,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_3,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_4,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_5,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_6,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_7,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_8,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,team_9,0,1,1,0
BO_Garganacl_Iron_Treads_BO_by_Attribute,trick_room,1,0,0,1
BO_Garganacl_Iron_Treads_BO_by_Attribute,zzzzzzzzzu,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,iron_crown_specs,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,jungle_planet,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,lokix_voltturn,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,manaphy,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,mexican_webs,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,mu_fish,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,nu_balance,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,nu_ho,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,nu_offense,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,nu_stall,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,pu_team,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,quagsire_stall,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,sand,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,scarf_latios,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_0,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_1,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_10,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_11,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_12,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_13,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_14,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_15,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_2,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_3,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_4,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_5,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_6,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_7,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_8,0,1,1,0
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,team_9,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,trick_room,1,0,0,1
BO_Latios_Tera_Blast_Scizor_Hazard_Stack_by_Pinkacross,zzzzzzzzzu,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,iron_crown_specs,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,jungle_planet,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,lokix_voltturn,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,manaphy,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,mexican_webs,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,mu_fish,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,nu_balance,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,nu_ho,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,nu_offense,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,nu_stall,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,pu_team,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,quagsire_stall,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,sand,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,scarf_latios,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_0,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_1,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_10,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_11,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_12,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_13,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_14,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_15,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_2,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_3,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_4,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_5,0,1,1,0
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_6,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_7,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_8,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,team_9,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,trick_room,1,0,0,1
BO_Metal_Coat_Gholdengo_Tera_Blast_Flying_Dragonite_by_xavgb,zzzzzzzzzu,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,iron_crown_specs,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,jungle_planet,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,lokix_voltturn,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,manaphy,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,mexican_webs,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,mu_fish,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,nu_balance,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,nu_ho,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,nu_offense,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,nu_stall,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,pu_team,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,quagsire_stall,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,sand,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,scarf_latios,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_0,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_1,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_10,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_11,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_12,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_13,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_14,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_15,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_2,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_3,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_4,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_5,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_6,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_7,0,1,1,0
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_8,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,team_9,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,trick_room,1,0,0,1
BO_Weezing-Galar_Choice_Specs_Iron_Crown_BO_by_ima,zzzzzzzzzu,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,iron_crown_specs,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,jungle_planet,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,lokix_voltturn,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,manaphy,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,mexican_webs,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,mu_fish,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,nu_balance,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,nu_ho,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,nu_offense,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,nu_stall,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,pu_team,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,quagsire_stall,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,sand,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,scarf_latios,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_0,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_1,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_10,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_11,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_12,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_13,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_14,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_15,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_2,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_3,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_4,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_5,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_6,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_7,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_8,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,team_9,1,0,0,1
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,trick_room,0,1,1,0
OFF_Ceruledge_Darkrai_Veil_by_oldspicemike,zzzzzzzzzu,1,0,0,1
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,jungle_planet,0,1,1,0
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,lokix_voltturn,0,1,1,0
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,mu_fish,1,0,0,1
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,nu_balance,1,0,0,1
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,nu_ho,1,0,0,1
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,nu_offense,1,0,0,1
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,nu_stall,1,0,0,1
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,pu_team,0,1,1,0
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,quagsire_stall,0,1,1,0
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,scarf_latios,0,1,1,0
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,team_1,1,0,0,1
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,team_10,0,1,1,0
OFF_Life_Orb_Deoxys_Offense_by_Shaymin_Sky,team_11,0,1,1,0
